Epoch,GLoss,GScore
1,0.0034333849317139415,
2,0.0034333849317139415,
3,0.0034333849317139415,
4,0.0034333849317139415,
5,0.0034333849317139415,
6,0.0034333849317139415,
7,0.0034333849317139415,
8,0.0034333849317139415,
9,0.0034333849317139415,
10,0.0034333849317139415,
11,0.0034333849317139415,
12,0.0034333849317139415,
13,0.0034333849317139415,
14,0.0034333849317139415,
15,0.0034333849317139415,
16,0.0034333849317139415,
17,0.0034333849317139415,
18,0.0034333849317139415,
19,0.0034333849317139415,
20,0.0034333849317139415,
21,0.0034333849317139415,
22,0.0034333849317139415,
23,0.0034333849317139415,
24,0.0034333849317139415,
25,0.0034333849317139415,
26,0.0034333849317139415,
27,0.0034333849317139415,
28,0.0034333849317139415,
29,0.0034333849317139415,
30,0.0034333849317139415,
31,0.0034333849317139415,
32,0.0034333849317139415,
33,0.0034333849317139415,
34,0.0034333849317139415,
35,0.0034333849317139415,
36,0.0034333849317139415,
37,0.0034333849317139415,
38,0.0034333849317139415,
39,0.0034333849317139415,
40,0.0034333849317139415,
41,0.0034333849317139415,
42,0.0034333849317139415,
43,0.0034333849317139415,
44,0.0034333849317139415,
45,0.0034333849317139415,
46,0.0034333849317139415,
47,0.0034333849317139415,
48,0.0034333849317139415,
49,0.0034333849317139415,
50,0.0034333849317139415,
51,0.0034333849317139415,
52,0.0034333849317139415,
53,0.0034333849317139415,
54,0.0034333849317139415,
55,0.0034333849317139415,
56,0.0034333849317139415,
57,0.0034333849317139415,
58,0.0034333849317139415,
59,0.0034333849317139415,
60,0.0034333849317139415,
61,0.0034333849317139415,
62,0.0034333849317139415,
63,0.0034333849317139415,
64,0.0034333849317139415,
65,0.0034333849317139415,
66,0.0034333849317139415,
67,0.0034333849317139415,
68,0.0034333849317139415,
69,0.0034333849317139415,
70,0.0034333849317139415,
71,0.0034333849317139415,
72,0.0034333849317139415,
73,0.0034333849317139415,
74,0.0034333849317139415,
75,0.0034333849317139415,
76,0.0034333849317139415,
77,0.0034333849317139415,
78,0.0034333849317139415,
79,0.0034333849317139415,
80,0.0034333849317139415,
81,0.0034333849317139415,
82,0.0034333849317139415,
83,0.0034333849317139415,
84,0.0034333849317139415,
85,0.0034333849317139415,
86,0.0034333849317139415,
87,0.0034333849317139415,
88,0.0034333849317139415,
89,0.0034333849317139415,
90,0.0034333849317139415,
91,0.0034333849317139415,
92,0.0034333849317139415,
93,0.0034333849317139415,
94,0.0034333849317139415,
95,0.0034333849317139415,
96,0.0034333849317139415,
97,0.0034333849317139415,
98,0.0034333849317139415,
99,0.0034333849317139415,
100,0.0034333849317139415,
101,0.0034333849317139415,
102,0.0034333849317139415,
103,0.0034333849317139415,
104,0.0034333849317139415,
105,0.0034333849317139415,
106,0.0034333849317139415,
107,0.0034333849317139415,
108,0.0034333849317139415,
109,0.0034333849317139415,
110,0.0034333849317139415,
111,0.0034333849317139415,
112,0.0034333849317139415,
113,0.0034333849317139415,
114,0.0034333849317139415,
115,0.0034333849317139415,
116,0.0034333849317139415,
117,0.0034333849317139415,
118,0.0034333849317139415,
119,0.0034333849317139415,
120,0.0034333849317139415,
121,0.0034333849317139415,
122,0.0034333849317139415,
123,0.0034333849317139415,
124,0.0034333849317139415,
125,0.0034333849317139415,
126,0.0034333849317139415,
127,0.0034333849317139415,
128,0.0034333849317139415,
129,0.0034333849317139415,
130,0.0034333849317139415,
131,0.0034333849317139415,
132,0.0034333849317139415,
133,0.0034333849317139415,
134,0.0034333849317139415,
135,0.0034333849317139415,
136,0.0034333849317139415,
137,0.0034333849317139415,
